,movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
2420,2421,106.0,1.0,USA,18000000.0,43853424.0,35514,114.0,110.0,15000,80.0,2000.0,795.0,723.0,5024,7.1,Good
1512,1513,139.0,3.0,USA,30000000.0,32000000.0,36267,150.0,56.0,0,17000.0,554.0,382.0,94.0,1068,7.2,Good
2378,2379,172.0,0.0,USA,19000000.0,,6156,91.0,30.0,560,75.0,617.0,134.0,102.0,1131,6.7,Good
2773,2774,123.0,2.0,UK,14000000.0,46800000.0,76477,275.0,112.0,0,43.0,456.0,244.0,238.0,1326,7.1,Good
4706,4707,81.0,0.0,USA,60000.0,140530114.0,186786,3400.0,360.0,0,19.0,170.0,170.0,39.0,399,6.4,Good
2047,2048,88.0,4.0,USA,23600000.0,75590286.0,386217,553.0,445.0,26000,181.0,15000.0,13000.0,11.0,28011,7.7,Good
4599,4600,89.0,1.0,USA,1000000.0,,397,6.0,3.0,143,32.0,386.0,261.0,256.0,1647,6.3,Good
4391,4392,,5.0,USA,,2592808.0,548,15.0,5.0,588,8.0,713.0,607.0,394.0,3137,3.5,Bad
2409,2410,113.0,1.0,USA,18000000.0,43601508.0,35718,317.0,111.0,0,22.0,727.0,171.0,148.0,1310,6.7,Good
4309,4310,97.0,1.0,USA,2000000.0,,10182,130.0,46.0,810,97.0,787.0,196.0,163.0,1362,5.9,Fair
1231,1232,113.0,3.0,UK,30000000.0,61094903.0,210542,332.0,349.0,29000,174.0,14000.0,903.0,767.0,17152,6.9,Good
649,650,127.0,1.0,USA,70000000.0,182805123.0,158864,395.0,149.0,0,278.0,2000.0,955.0,912.0,5838,6.4,Good
3421,3422,97.0,1.0,Spain,8000000.0,52961.0,2103,11.0,56.0,675,43.0,144.0,63.0,47.0,326,5.3,Fair
3783,3784,95.0,0.0,USA,5000000.0,3219029.0,28845,125.0,322.0,10000,57.0,727.0,442.0,233.0,1836,7.1,Good
2713,2714,102.0,4.0,USA,15000000.0,6409206.0,32311,104.0,132.0,0,11.0,15000.0,14000.0,1000.0,33153,6.2,Good
20,21,153.0,0.0,USA,230000000.0,262030663.0,451803,1225.0,599.0,56000,464.0,15000.0,10000.0,963.0,28489,7.0,Good
2870,2871,99.0,3.0,USA,13000000.0,5871603.0,3116,39.0,39.0,251,7.0,3000.0,1000.0,730.0,6485,6.0,Fair
1524,1525,101.0,0.0,USA,33000000.0,51758599.0,27580,232.0,107.0,742,43.0,2000.0,1000.0,655.0,5942,5.5,Fair
4213,4214,84.0,0.0,USA,,438653.0,108052,434.0,121.0,79000,406.0,586.0,497.0,233.0,1490,6.6,Good
4223,4224,90.0,0.0,USA,2300000.0,,19650,62.0,17.0,0,115.0,11000.0,516.0,385.0,12359,7.3,Good
3480,3481,53.0,0.0,USA,,,170055,173.0,54.0,61000,,4000.0,1000.0,1000.0,19949,9.0,Excellent
2753,2754,124.0,1.0,UK,15000000.0,,695,32.0,22.0,277,67.0,631.0,452.0,303.0,1585,6.6,Good
2897,2898,121.0,3.0,USA,13000000.0,12281500.0,163492,460.0,122.0,15000,12000.0,11000.0,10000.0,975.0,23602,8.0,Good
3433,3434,99.0,1.0,USA,7500000.0,106593296.0,72324,134.0,61.0,3000,78.0,11000.0,509.0,325.0,12619,7.4,Good
2336,2337,107.0,1.0,USA,20000000.0,305070.0,3843,25.0,9.0,399,58.0,699.0,533.0,324.0,1592,6.4,Good
1999,2000,107.0,2.0,Canada,25000000.0,871527.0,14982,128.0,97.0,507,460.0,14000.0,1000.0,490.0,16090,6.5,Good
139,140,103.0,0.0,USA,150000000.0,131564731.0,118951,1382.0,280.0,18000,0.0,1000.0,756.0,346.0,2857,4.2,Fair
3182,3183,78.0,0.0,USA,10000000.0,,1040,31.0,19.0,425,13.0,753.0,695.0,378.0,2791,4.2,Fair
2304,2305,107.0,7.0,Russia,20000000.0,7268659.0,59248,164.0,260.0,48000,0.0,2000.0,749.0,99.0,2848,5.6,Fair
1523,1524,138.0,0.0,USA,40000000.0,141340178.0,181879,319.0,81.0,0,0.0,10000.0,2000.0,574.0,14619,7.6,Good
3148,3149,110.0,2.0,USA,30000000.0,15156200.0,15358,131.0,91.0,328,164.0,258.0,218.0,45.0,571,6.0,Fair
2959,2960,92.0,1.0,USA,13000000.0,21088568.0,16646,104.0,66.0,0,226.0,1000.0,851.0,580.0,3931,6.7,Good
4360,4361,93.0,0.0,USA,1800000.0,12784397.0,70336,269.0,663.0,31000,188.0,2000.0,458.0,168.0,2658,7.3,Good
3136,3137,107.0,1.0,USA,10000000.0,,6143,90.0,54.0,0,17.0,371.0,324.0,53.0,857,5.3,Fair
560,561,113.0,4.0,USA,45000000.0,21009180.0,45815,222.0,114.0,1000,212.0,2000.0,845.0,568.0,4397,6.1,Good
3923,3924,110.0,0.0,USA,4000000.0,3468572.0,10073,78.0,40.0,816,0.0,721.0,246.0,237.0,1966,7.3,Good
4426,4427,87.0,1.0,USA,1500000.0,163245.0,143086,211.0,120.0,0,0.0,309.0,8.0,8.0,352,8.6,Excellent
4923,4924,78.0,0.0,USA,180000.0,,27,1.0,,88,0.0,0.0,0.0,0.0,0,8.7,Excellent
4984,4985,83.0,0.0,Canada,,,3885,40.0,73.0,1000,8.0,111.0,19.0,8.0,147,6.7,Good
4640,4641,97.0,0.0,USA,3000000.0,,139,3.0,10.0,52,171.0,1000.0,171.0,76.0,1343,7.3,Good
3096,3097,96.0,0.0,USA,10000000.0,63270259.0,111087,319.0,190.0,0,163.0,723.0,651.0,448.0,3492,5.9,Fair
4943,4944,85.0,0.0,USA,,405614.0,15775,69.0,136.0,0,129.0,120.0,119.0,100.0,511,6.7,Good
4939,4940,80.0,0.0,USA,150000.0,5858.0,260,2.0,18.0,116,0.0,0.0,0.0,0.0,0,7.1,Good
3029,3030,92.0,0.0,USA,,72755517.0,56595,196.0,104.0,641,79.0,608.0,362.0,218.0,1853,7.1,Good
3929,3930,101.0,0.0,UK,4000000.0,864959.0,20275,151.0,116.0,0,21.0,420.0,291.0,161.0,1215,6.9,Good
104,105,98.0,0.0,USA,160000000.0,60655503.0,82380,629.0,231.0,0,249.0,87000.0,2000.0,702.0,92456,5.6,Fair
1259,1260,94.0,3.0,Germany,60000000.0,36037909.0,10132,130.0,82.0,390,0.0,374.0,258.0,235.0,1238,4.7,Fair
2836,2837,220.0,1.0,USA,13000000.0,57300000.0,790926,650.0,149.0,14000,0.0,22000.0,14000.0,3000.0,39960,9.0,Excellent
1180,1181,107.0,0.0,USA,40000000.0,293501675.0,704766,2073.0,234.0,14000,0.0,13000.0,3000.0,766.0,17540,8.1,Excellent
3960,3961,103.0,5.0,USA,4000000.0,,2727,19.0,6.0,296,0.0,650.0,536.0,183.0,1585,6.6,Good
2460,2461,92.0,0.0,USA,,,436,6.0,15.0,378,662.0,662.0,290.0,161.0,1498,4.0,Bad
3530,3531,108.0,4.0,USA,7000000.0,453079.0,4124,29.0,104.0,916,30.0,474.0,403.0,281.0,2029,5.9,Fair
708,709,117.0,0.0,USA,65000000.0,210592590.0,607235,2073.0,460.0,13000,0.0,18000.0,13000.0,447.0,32360,7.7,Good
73,74,96.0,0.0,USA,175000000.0,100289690.0,115099,257.0,186.0,2000,293.0,87000.0,11000.0,7000.0,108016,5.4,Fair
1481,1482,116.0,1.0,UK,27000000.0,,23351,178.0,57.0,0,170.0,14000.0,192.0,136.0,14744,6.0,Fair
1537,1538,124.0,0.0,USA,32000000.0,34180954.0,189812,370.0,299.0,15000,335.0,14000.0,388.0,50.0,14504,7.6,Good
3974,3975,97.0,0.0,UK,,304137.0,55982,148.0,246.0,17000,69.0,414.0,365.0,106.0,1269,7.3,Good
289,290,176.0,0.0,USA,100000000.0,130127620.0,324671,458.0,300.0,0,0.0,18000.0,782.0,561.0,20354,7.8,Good
4908,4909,84.0,0.0,USA,,140016.0,3507,40.0,93.0,443,157.0,962.0,873.0,98.0,2016,6.0,Fair
55,56,93.0,0.0,USA,185000000.0,237282182.0,273556,428.0,488.0,39000,56.0,2000.0,1000.0,838.0,5005,7.2,Good
824,825,125.0,0.0,USA,58000000.0,49875589.0,28807,273.0,144.0,0,143.0,1000.0,664.0,519.0,4416,5.9,Fair
1052,1053,115.0,0.0,France,48000000.0,89253340.0,133436,323.0,222.0,38000,118.0,14000.0,794.0,482.0,16967,6.0,Fair
1061,1062,75.0,3.0,USA,47000000.0,15519841.0,8693,71.0,93.0,261,0.0,4000.0,769.0,677.0,6863,4.5,Fair
4422,4423,100.0,0.0,USA,1500000.0,373967.0,43839,481.0,127.0,0,122.0,210.0,148.0,83.0,469,6.5,Good
4968,4969,106.0,1.0,USA,,,544,19.0,14.0,65,6.0,440.0,98.0,13.0,564,6.8,Good
813,814,133.0,0.0,USA,58800000.0,350123553.0,325264,916.0,490.0,112000,16000.0,14000.0,962.0,318.0,16277,7.3,Good
805,806,103.0,1.0,USA,60000000.0,19781879.0,53864,290.0,223.0,2000,436.0,19000.0,961.0,437.0,20881,4.8,Fair
4804,4805,80.0,0.0,Canada,500000.0,,4788,52.0,80.0,166,3.0,108.0,64.0,39.0,272,6.1,Good
2318,2319,135.0,0.0,USA,20000000.0,4001121.0,48346,230.0,231.0,0,162.0,23000.0,13000.0,228.0,36398,7.0,Good
339,340,172.0,1.0,USA,94000000.0,340478898.0,1100446,2417.0,294.0,10000,0.0,16000.0,5000.0,857.0,23052,8.7,Excellent
1810,1811,82.0,0.0,USA,27000000.0,31768374.0,42761,366.0,152.0,2000,49.0,1000.0,888.0,429.0,3313,5.6,Fair
1959,1960,93.0,0.0,USA,8000000.0,17427926.0,60062,351.0,233.0,0,27.0,960.0,664.0,49.0,1749,5.9,Fair
1543,1544,92.0,1.0,Germany,32000000.0,80197993.0,65551,441.0,163.0,0,100.0,678.0,635.0,327.0,1729,5.7,Fair
3015,3016,99.0,,USA,12000000.0,91443253.0,21034,153.0,82.0,23000,130.0,399.0,116.0,79.0,663,5.8,Fair
2474,2475,119.0,2.0,USA,20000000.0,121463226.0,422606,555.0,256.0,0,99.0,15000.0,833.0,778.0,17584,7.6,Good
2724,2725,98.0,0.0,USA,22000000.0,3247816.0,36145,108.0,223.0,0,11000.0,12000.0,6000.0,557.0,19310,6.3,Good
986,987,114.0,3.0,USA,50000000.0,40905277.0,45895,157.0,124.0,1000,73.0,18000.0,886.0,323.0,19739,6.5,Good
4781,4782,82.0,6.0,USA,500000.0,,53,5.0,1.0,62,5.0,472.0,251.0,237.0,1752,4.3,Fair
4325,4326,90.0,1.0,USA,2000000.0,,355,6.0,8.0,44,5.0,601.0,453.0,372.0,2395,4.6,Fair
2832,2833,100.0,5.0,South Korea,13400000.0,163591.0,912,17.0,4.0,502,26.0,898.0,391.0,385.0,2895,3.6,Bad
4662,4663,88.0,1.0,France,800000.0,2073984.0,4743,135.0,59.0,219,6.0,302.0,270.0,68.0,663,7.2,Good
2269,2270,94.0,1.0,USA,20000000.0,13801755.0,23928,100.0,34.0,0,36.0,13000.0,828.0,507.0,15183,6.6,Good
3161,3162,97.0,0.0,Germany,10000000.0,10561238.0,27265,321.0,77.0,0,31.0,4000.0,980.0,551.0,6388,6.5,Good
3541,3542,102.0,1.0,USA,6900000.0,7993039.0,120036,408.0,152.0,10000,0.0,14000.0,1000.0,787.0,18643,7.7,Good
2453,2454,150.0,0.0,UK,18000000.0,4414535.0,30618,224.0,85.0,0,0.0,597.0,591.0,401.0,1645,7.8,Good
236,237,142.0,3.0,USA,115000000.0,310675583.0,464310,3516.0,284.0,0,0.0,20000.0,16000.0,4000.0,42990,6.7,Good
2149,2150,114.0,2.0,USA,35000000.0,69700000.0,7748,48.0,11.0,0,19.0,1000.0,883.0,842.0,3688,5.8,Fair
827,828,116.0,2.0,USA,70000000.0,36931089.0,70681,198.0,157.0,12000,51.0,11000.0,3000.0,622.0,16484,5.6,Fair
3835,3836,89.0,2.0,Canada,5000000.0,,436,8.0,8.0,31,0.0,584.0,580.0,413.0,2668,5.3,Fair
3372,3373,80.0,,USA,,,59,6.0,6.0,240,2.0,861.0,163.0,102.0,1279,7.8,Good
4958,4959,81.0,1.0,USA,100000.0,5228617.0,2770,32.0,21.0,471,467.0,467.0,322.0,287.0,1431,7.0,Good
2230,2231,75.0,0.0,USA,9000000.0,23078294.0,25870,281.0,112.0,0,19.0,1000.0,934.0,806.0,3590,5.1,Fair
3684,3685,157.0,0.0,India,,2197331.0,70233,321.0,33.0,0,85.0,397.0,227.0,199.0,1519,8.4,Excellent
2942,2943,89.0,0.0,USA,12000000.0,27281507.0,33850,147.0,75.0,0,53.0,227.0,94.0,84.0,534,7.7,Good
2198,2199,115.0,1.0,USA,20000000.0,37442180.0,28005,236.0,111.0,0,272.0,49000.0,2000.0,1000.0,52571,6.2,Good
3682,3683,99.0,0.0,France,,753501.0,87244,664.0,192.0,13000,929.0,56.0,46.0,9.0,118,7.4,Good
